Age_range,Metrics,Value
361-450,size,346062
361-450,AutoML-functions,0
361-450,unique-functions,0
361-450,AutoML-tools,0
0-90,commits,16
0-90,stars,0
0-90,size,18099
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
91-180,commits,20
91-180,stars,0
91-180,size,13963
91-180,AutoML-functions,2
91-180,unique-functions,1
91-180,AutoML-tools,1
91-180,commits,31
91-180,stars,2
91-180,size,1716
91-180,AutoML-functions,4
91-180,unique-functions,1
91-180,AutoML-tools,1
541-630,commits,110
541-630,stars,15
541-630,size,160256
541-630,AutoML-functions,20
541-630,unique-functions,1
541-630,AutoML-tools,1
0-90,commits,2
0-90,stars,13
0-90,size,320780
0-90,AutoML-functions,21
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,749
0-90,stars,0
0-90,size,4307
0-90,AutoML-functions,3
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,15
0-90,stars,2
0-90,size,42672
0-90,AutoML-functions,3
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,14
0-90,stars,0
0-90,size,73668
0-90,AutoML-functions,2
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,4
0-90,stars,5
0-90,size,54435
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,3
0-90,stars,0
0-90,size,322
0-90,AutoML-functions,4
0-90,unique-functions,2
0-90,AutoML-tools,2
0-90,commits,4
0-90,stars,0
0-90,size,352950
0-90,AutoML-functions,18
0-90,unique-functions,1
0-90,AutoML-tools,1
361-450,commits,39
361-450,stars,6
361-450,size,3851
361-450,AutoML-functions,24
361-450,unique-functions,1
361-450,AutoML-tools,1
181-270,commits,18
181-270,stars,40
181-270,size,1165
181-270,AutoML-functions,4
181-270,unique-functions,1
181-270,AutoML-tools,1
0-90,commits,1
0-90,stars,3
0-90,size,318929
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,7
0-90,stars,0
0-90,size,93162
0-90,AutoML-functions,4
0-90,unique-functions,1
0-90,AutoML-tools,1
631-720,commits,87
631-720,stars,1386
631-720,size,6008
631-720,AutoML-functions,1
631-720,unique-functions,1
631-720,AutoML-tools,1
0-90,commits,3
0-90,stars,6
0-90,size,9024
0-90,AutoML-functions,4
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,6
0-90,stars,2
0-90,size,3005
0-90,AutoML-functions,10
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,1
0-90,stars,0
0-90,size,28301
0-90,AutoML-functions,3
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,8
0-90,stars,0
0-90,size,856
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,4
0-90,stars,1
0-90,size,1242
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
91-180,commits,19
91-180,stars,2
91-180,size,355938
91-180,AutoML-functions,0
91-180,unique-functions,0
91-180,AutoML-tools,0
0-90,commits,2
0-90,stars,0
0-90,size,2958
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,22
0-90,stars,0
0-90,size,3006
0-90,AutoML-functions,3
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,3
0-90,stars,0
0-90,size,104
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
181-270,commits,58
181-270,stars,15
181-270,size,24641
181-270,AutoML-functions,10
181-270,unique-functions,1
181-270,AutoML-tools,1
0-90,commits,33
0-90,stars,3
0-90,size,227356
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,12
0-90,stars,7
0-90,size,378
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,11
0-90,stars,0
0-90,size,49343
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
91-180,commits,23
91-180,stars,0
91-180,size,5030
91-180,AutoML-functions,4
91-180,unique-functions,1
91-180,AutoML-tools,1
91-180,commits,112
91-180,stars,16
91-180,size,80265
91-180,AutoML-functions,11
91-180,unique-functions,1
91-180,AutoML-tools,1
0-90,commits,53
0-90,stars,0
0-90,size,5838
0-90,AutoML-functions,3
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,3
0-90,stars,79
0-90,size,3374
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,3
0-90,stars,1
0-90,size,1003
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,2
0-90,stars,0
0-90,size,31
0-90,AutoML-functions,7
0-90,unique-functions,1
0-90,AutoML-tools,1
271-360,commits,9
271-360,stars,359
271-360,size,4720
271-360,AutoML-functions,3
271-360,unique-functions,1
271-360,AutoML-tools,1
91-180,commits,17
91-180,stars,0
91-180,size,12
91-180,AutoML-functions,0
91-180,unique-functions,0
91-180,AutoML-tools,0
0-90,commits,2
0-90,stars,0
0-90,size,27494
0-90,AutoML-functions,13
0-90,unique-functions,1
0-90,AutoML-tools,1
181-270,commits,12
181-270,stars,0
181-270,size,1394
181-270,AutoML-functions,1
181-270,unique-functions,1
181-270,AutoML-tools,1
>720,commits,401
>720,stars,188
>720,size,3764
>720,AutoML-functions,78
>720,unique-functions,1
>720,AutoML-tools,1
91-180,commits,43
91-180,stars,0
91-180,size,224
91-180,AutoML-functions,1
91-180,unique-functions,1
91-180,AutoML-tools,1
631-720,commits,25
631-720,stars,9
631-720,size,44
631-720,AutoML-functions,0
631-720,unique-functions,0
631-720,AutoML-tools,0
0-90,commits,1
0-90,stars,1
0-90,size,1
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
>720,commits,1158
>720,stars,700
>720,size,1877511
>720,AutoML-functions,2
>720,unique-functions,1
>720,AutoML-tools,1
271-360,commits,35
271-360,stars,1
271-360,size,115
271-360,AutoML-functions,1
271-360,unique-functions,1
271-360,AutoML-tools,1
>720,commits,751
>720,stars,820
>720,size,10830
>720,AutoML-functions,0
>720,unique-functions,0
>720,AutoML-tools,0
0-90,commits,27
0-90,stars,2
0-90,size,653
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
181-270,commits,69
181-270,stars,8
181-270,size,265
181-270,AutoML-functions,0
181-270,unique-functions,0
181-270,AutoML-tools,0
0-90,commits,17
0-90,stars,25
0-90,size,50220
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,9
0-90,stars,0
0-90,size,3081
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
181-270,commits,39
181-270,stars,378
181-270,size,1502
181-270,AutoML-functions,1
181-270,unique-functions,1
181-270,AutoML-tools,1
0-90,commits,59
0-90,stars,0
0-90,size,3106
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,2
0-90,stars,0
0-90,size,14697
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,9
0-90,stars,0
0-90,size,553
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,54
0-90,stars,0
0-90,size,3374
0-90,AutoML-functions,3
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,25
0-90,stars,0
0-90,size,3451
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,28
0-90,stars,0
0-90,size,296
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,40
0-90,stars,0
0-90,size,132
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
451-540,commits,402
451-540,stars,29
451-540,size,15321
451-540,AutoML-functions,1
451-540,unique-functions,1
451-540,AutoML-tools,1
0-90,commits,2
0-90,stars,0
0-90,size,15508
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
91-180,commits,123
91-180,stars,0
91-180,size,98477
91-180,AutoML-functions,0
91-180,unique-functions,0
91-180,AutoML-tools,0
0-90,commits,100
0-90,stars,0
0-90,size,285023
0-90,AutoML-functions,4
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,88
0-90,stars,0
0-90,size,735151
0-90,AutoML-functions,9
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,238
0-90,stars,0
0-90,size,9213
0-90,AutoML-functions,18
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,1
0-90,stars,0
0-90,size,1309
0-90,AutoML-functions,11
0-90,unique-functions,1
0-90,AutoML-tools,1
91-180,commits,4
91-180,stars,0
91-180,size,2533
91-180,AutoML-functions,0
91-180,unique-functions,0
91-180,AutoML-tools,0
0-90,commits,2
0-90,stars,0
0-90,size,886
0-90,AutoML-functions,6
0-90,unique-functions,1
0-90,AutoML-tools,1
361-450,commits,56
361-450,stars,99
361-450,size,668
361-450,AutoML-functions,6
361-450,unique-functions,1
361-450,AutoML-tools,1
0-90,commits,13
0-90,stars,0
0-90,size,2558
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
181-270,commits,35
181-270,stars,0
181-270,size,73
181-270,AutoML-functions,1
181-270,unique-functions,1
181-270,AutoML-tools,1
541-630,commits,1154
541-630,stars,116
541-630,size,11442
541-630,AutoML-functions,0
541-630,unique-functions,0
541-630,AutoML-tools,0
181-270,commits,245
181-270,stars,0
181-270,size,1157
181-270,AutoML-functions,1
181-270,unique-functions,1
181-270,AutoML-tools,1
0-90,commits,90
0-90,stars,9
0-90,size,1454
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,9
0-90,stars,2
0-90,size,105
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,13
0-90,stars,1
0-90,size,124
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,50
0-90,stars,4
0-90,size,620
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,3
0-90,stars,0
0-90,size,9
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,15
0-90,stars,0
0-90,size,748
0-90,AutoML-functions,9
0-90,unique-functions,1
0-90,AutoML-tools,1
91-180,commits,34
91-180,stars,0
91-180,size,9247767
91-180,AutoML-functions,24
91-180,unique-functions,1
91-180,AutoML-tools,1
0-90,commits,4
0-90,stars,0
0-90,size,1109
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
>720,commits,534
>720,stars,1311
>720,size,11449
>720,AutoML-functions,20
>720,unique-functions,1
>720,AutoML-tools,1
0-90,commits,4
0-90,stars,0
0-90,size,696
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,26
0-90,stars,0
0-90,size,1368
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
361-450,commits,11
361-450,stars,11
361-450,size,958
361-450,AutoML-functions,0
361-450,unique-functions,0
361-450,AutoML-tools,0
91-180,commits,58
91-180,stars,4
91-180,size,2313
91-180,AutoML-functions,1
91-180,unique-functions,1
91-180,AutoML-tools,1
181-270,commits,12
181-270,stars,0
181-270,size,757
181-270,AutoML-functions,0
181-270,unique-functions,0
181-270,AutoML-tools,0
181-270,commits,5
181-270,stars,0
181-270,size,2749
181-270,AutoML-functions,1
181-270,unique-functions,1
181-270,AutoML-tools,1
>720,commits,948
>720,stars,1280
>720,size,11920
>720,AutoML-functions,46
>720,unique-functions,1
>720,AutoML-tools,1
91-180,commits,241
91-180,stars,0
91-180,size,19488
91-180,AutoML-functions,3
91-180,unique-functions,1
91-180,AutoML-tools,1
0-90,commits,33
0-90,stars,6
0-90,size,616
0-90,AutoML-functions,63
0-90,unique-functions,1
0-90,AutoML-tools,1
>720,commits,30
>720,stars,0
>720,size,604
>720,AutoML-functions,0
>720,unique-functions,0
>720,AutoML-tools,0
0-90,commits,1
0-90,stars,0
0-90,size,49518
0-90,AutoML-functions,56
0-90,unique-functions,1
0-90,AutoML-tools,1
>720,commits,950
>720,stars,1
>720,size,9305
>720,AutoML-functions,7
>720,unique-functions,1
>720,AutoML-tools,1
>720,commits,1324
>720,stars,214
>720,size,16352
>720,AutoML-functions,15
>720,unique-functions,1
>720,AutoML-tools,1
0-90,commits,6
0-90,stars,6
0-90,size,21065
0-90,AutoML-functions,4
0-90,unique-functions,1
0-90,AutoML-tools,1
>720,commits,294
>720,stars,1
>720,size,21004
>720,AutoML-functions,1
>720,unique-functions,1
>720,AutoML-tools,1
361-450,commits,363
361-450,stars,8
361-450,size,1535
361-450,AutoML-functions,31
361-450,unique-functions,1
361-450,AutoML-tools,1
0-90,commits,81
0-90,stars,1
0-90,size,25425
0-90,AutoML-functions,3
0-90,unique-functions,1
0-90,AutoML-tools,1
181-270,commits,2
181-270,stars,2
181-270,size,72992
181-270,AutoML-functions,0
181-270,unique-functions,0
181-270,AutoML-tools,0
>720,commits,24
>720,stars,1
>720,size,1602
>720,AutoML-functions,0
>720,unique-functions,0
>720,AutoML-tools,0
91-180,commits,99
91-180,stars,1
91-180,size,1964
91-180,AutoML-functions,2
91-180,unique-functions,1
91-180,AutoML-tools,1
0-90,commits,38
0-90,stars,28
0-90,size,125
0-90,AutoML-functions,2
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,8
0-90,stars,1
0-90,size,170
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,137
0-90,stars,1
0-90,size,1724
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
>720,commits,91
>720,stars,0
>720,size,636
>720,AutoML-functions,7
>720,unique-functions,1
>720,AutoML-tools,1
0-90,commits,167
0-90,stars,3
0-90,size,15693
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
>720,commits,26
>720,stars,0
>720,size,225
>720,AutoML-functions,6
>720,unique-functions,1
>720,AutoML-tools,1
0-90,commits,80
0-90,stars,0
0-90,size,1895
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,5
0-90,stars,2
0-90,size,140
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
>720,commits,19
>720,stars,69
>720,size,192491
>720,AutoML-functions,1
>720,unique-functions,1
>720,AutoML-tools,1
451-540,commits,175
451-540,stars,41
451-540,size,31860
451-540,AutoML-functions,0
451-540,unique-functions,0
451-540,AutoML-tools,0
361-450,commits,330
361-450,stars,1
361-450,size,863358
361-450,AutoML-functions,0
361-450,unique-functions,0
361-450,AutoML-tools,0
451-540,commits,330
451-540,stars,1
451-540,size,1141697
451-540,AutoML-functions,0
451-540,unique-functions,0
451-540,AutoML-tools,0
0-90,commits,1
0-90,stars,1
0-90,size,15721
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,2
0-90,stars,0
0-90,size,17
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,11
0-90,stars,0
0-90,size,10403
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,4
0-90,stars,1
0-90,size,244
0-90,AutoML-functions,3
0-90,unique-functions,1
0-90,AutoML-tools,1
541-630,commits,35
541-630,stars,16
541-630,size,869
541-630,AutoML-functions,6
541-630,unique-functions,1
541-630,AutoML-tools,1
0-90,commits,17
0-90,stars,0
0-90,size,883
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
181-270,commits,19
181-270,stars,2
181-270,size,121104
181-270,AutoML-functions,0
181-270,unique-functions,0
181-270,AutoML-tools,0
0-90,commits,2
0-90,stars,5
0-90,size,31543
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
91-180,commits,40
91-180,stars,6
91-180,size,936
91-180,AutoML-functions,0
91-180,unique-functions,0
91-180,AutoML-tools,0
>720,commits,659
>720,stars,14
>720,size,4746
>720,AutoML-functions,0
>720,unique-functions,0
>720,AutoML-tools,0
0-90,commits,56
0-90,stars,0
0-90,size,3395
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
181-270,commits,26
181-270,stars,7
181-270,size,30665
181-270,AutoML-functions,0
181-270,unique-functions,0
181-270,AutoML-tools,0
>720,commits,167
>720,stars,7
>720,size,6637
>720,AutoML-functions,0
>720,unique-functions,0
>720,AutoML-tools,0
>720,commits,1315
>720,stars,312
>720,size,64013
>720,AutoML-functions,0
>720,unique-functions,0
>720,AutoML-tools,0
0-90,commits,12
0-90,stars,0
0-90,size,17
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,1
0-90,stars,0
0-90,size,614
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,5
0-90,stars,0
0-90,size,7
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
181-270,commits,548
181-270,stars,178
181-270,size,1073
181-270,AutoML-functions,0
181-270,unique-functions,0
181-270,AutoML-tools,0
0-90,commits,147
0-90,stars,0
0-90,size,32826
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,502
0-90,stars,0
0-90,size,11845
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,49
0-90,stars,23
0-90,size,1389
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
271-360,commits,54
271-360,stars,2
271-360,size,68870
271-360,AutoML-functions,0
271-360,unique-functions,0
271-360,AutoML-tools,0
91-180,commits,16
91-180,stars,1
91-180,size,110
91-180,AutoML-functions,0
91-180,unique-functions,0
91-180,AutoML-tools,0
0-90,commits,2
0-90,stars,0
0-90,size,648
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
181-270,commits,33543
181-270,stars,3
181-270,size,535352
181-270,AutoML-functions,0
181-270,unique-functions,0
181-270,AutoML-tools,0
0-90,commits,20
0-90,stars,0
0-90,size,43
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
631-720,commits,35146
631-720,stars,2616
631-720,size,576252
631-720,AutoML-functions,1
631-720,unique-functions,1
631-720,AutoML-tools,1
361-450,commits,154
361-450,stars,1
361-450,size,375317
361-450,AutoML-functions,0
361-450,unique-functions,0
361-450,AutoML-tools,0
181-270,commits,151
181-270,stars,2
181-270,size,233
181-270,AutoML-functions,1
181-270,unique-functions,1
181-270,AutoML-tools,1
0-90,commits,9
0-90,stars,6
0-90,size,11756
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
0-90,commits,5
0-90,stars,0
0-90,size,8776
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,6
0-90,stars,1
0-90,size,10
0-90,AutoML-functions,1
0-90,unique-functions,1
0-90,AutoML-tools,1
541-630,commits,13
541-630,stars,158
541-630,size,34
541-630,AutoML-functions,2
541-630,unique-functions,1
541-630,AutoML-tools,1
0-90,commits,9
0-90,stars,0
0-90,size,68
0-90,AutoML-functions,6
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,12
0-90,stars,15
0-90,size,56912
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
91-180,commits,41
91-180,stars,0
91-180,size,1419
91-180,AutoML-functions,0
91-180,unique-functions,0
91-180,AutoML-tools,0
0-90,commits,6
0-90,stars,0
0-90,size,89
0-90,AutoML-functions,4
0-90,unique-functions,1
0-90,AutoML-tools,1
0-90,commits,130
0-90,stars,0
0-90,size,11900
0-90,AutoML-functions,0
0-90,unique-functions,0
0-90,AutoML-tools,0
>720,commits,533
